Latitude,Longitude
28.6896766,77.2072369
28.6911592,77.2079431
28.6898797,77.2073163
28.6888449,77.2091095
28.6887697,77.2092113
28.6893614,77.2070652
28.6902942,77.2075306
28.6886432,77.2092266
28.6889997,77.2086662
28.6886073,77.208929
28.6192377,77.2860715
28.5236449,77.291409
28.5566215,77.2325735
28.580204,77.2342435
28.580903,77.2342682
28.5772519,77.219962
28.5654111,77.2498388
